w1_2,b1_2,w2_2,b2_2,w3_4,b3_4
-0.21394069492816925,1.3768173456192017,-0.17687058448791504,0.0,-0.4009826183319092,-0.3783811330795288
-1.6555784940719604,0.9910971522331238,2.528022289276123,1.5325495041906834e-05,0.6186366081237793,0.38824722170829773
-0.7052624821662903,,-0.4891108274459839,,0.7200775146484375,0.99868243932724
-0.16084568202495575,,1.171981930732727,,-0.5683023929595947,1.3765027523040771
-0.6815492510795593,,,,-1.1328788995742798,
-0.20693667232990265,,,,-0.8289250135421753,
-0.6777378916740417,,,,-0.7386038899421692,
-0.3010774552822113,,,,-0.5874789953231812,
